13.0;1685.0;
14.0;1542.0;
15.0;1353.0;
16.0;1296.0;
17.0;1143.0;
18.0;1001.0;
19.0;914.0;
20.0;855.0;
21.0;820.0;
22.0;769.0;
23.0;752.0;
24.0;731.0;
25.0;725.0;
26.0;723.0;
27.0;712.0;
28.0;706.0;
29.0;702.0;
30.0;678.0;
31.0;674.0;
32.0;666.0;
33.0;652.0;
34.0;646.0;
35.0;644.0;
37.0;622.0;
39.0;610.0;
40.0;608.0;
41.0;589.0;
42.0;559.0;
43.0;543.0;
44.0;528.0;
45.0;523.0;
46.0;511.0;
47.0;495.0;
50.0;494.0;
51.0;491.0;
52.0;488.0;
53.0;485.0;
54.0;481.0;
55.0;479.0;
56.0;472.0;
58.0;466.0;
61.0;461.0;
62.0;460.0;
63.0;455.0;
65.0;449.0;
66.0;432.0;
67.0;422.0;
68.0;418.0;
69.0;416.0;
70.0;410.0;
71.0;408.0;
76.0;406.0;
78.0;402.0;
80.0;398.0;
82.0;397.0;
86.0;395.0;
87.0;391.0;
89.0;389.0;
90.0;380.0;
91.0;375.0;
92.0;369.0;
94.0;366.0;
