64.0;2125.0;
65.0;2081.0;
66.0;2037.0;
67.0;1967.0;
68.0;1884.0;
69.0;1814.0;
70.0;1762.0;
71.0;1703.0;
72.0;1644.0;
73.0;1622.0;
74.0;1584.0;
75.0;1564.0;
76.0;1544.0;
77.0;1523.0;
78.0;1488.0;
79.0;1478.0;
80.0;1443.0;
81.0;1421.0;
82.0;1406.0;
83.0;1391.0;
84.0;1376.0;
86.0;1366.0;
87.0;1356.0;
88.0;1335.0;
91.0;1325.0;
92.0;1306.0;
93.0;1296.0;
94.0;1286.0;
95.0;1267.0;
96.0;1253.0;
98.0;1246.0;
102.0;1239.0;
104.0;1223.0;
105.0;1219.0;
107.0;1217.0;
111.0;1212.0;
112.0;1201.0;
115.0;1196.0;
116.0;1185.0;
117.0;1175.0;
118.0;1165.0;
119.0;1156.0;
120.0;1145.0;
122.0;1139.0;
126.0;1125.0;
128.0;1111.0;
129.0;1106.0;
131.0;1104.0;
135.0;1101.0;
136.0;1088.0;
139.0;1084.0;
140.0;1070.0;
141.0;1061.0;
142.0;1054.0;
143.0;1046.0;
144.0;1039.0;
146.0;1037.0;
150.0;1027.0;
152.0;1021.0;
153.0;1018.0;
154.0;1016.0;
160.0;1003.0;
164.0;991.0;
165.0;985.0;
166.0;982.0;
167.0;975.0;
168.0;965.0;
174.0;963.0;
176.0;955.0;
177.0;954.0;
183.0;952.0;
184.0;945.0;
187.0;943.0;
188.0;933.0;
189.0;927.0;
190.0;925.0;
191.0;920.0;
192.0;911.0;
198.0;907.0;
200.0;901.0;
201.0;900.0;
208.0;887.0;
212.0;874.0;
213.0;868.0;
215.0;863.0;
216.0;856.0;
222.0;854.0;
224.0;844.0;
232.0;839.0;
236.0;834.0;
237.0;824.0;
239.0;819.0;
240.0;814.0;
248.0;813.0;
261.0;808.0;
263.0;803.0;
285.0;798.0;
287.0;790.0;
288.0;788.0;
