33 1107
34 1038
35 1008
36 954
37 935
38 879
39 855
40 822
41 816
42 804
43 797
44 770
46 751
47 729
49 723
50 715
52 707
53 699
54 696
55 687
56 686
57 666
58 644
60 628
62 607
63 597
64 573
68 568
70 563
71 556
72 554
74 553
75 551
76 543
78 540
79 537
81 531
82 521
84 517
86 511
88 506
92 503
94 501
95 496
96 494
99 493
100 485
102 484
103 479
105 476
106 470
108 467
111 465
112 460
116 457
119 454
127 453
129 451
130 446
132 441
134 439
135 438
136 433
140 430
143 427
153 426
154 421
156 416
159 414
160 409
167 406
178 401
180 396
183 393
184 388
191 385
202 381
204 375
207 373
208 369
226 366
250 363
274 360
298 357
