56.0;22410.0;
57.0;20561.0;
58.0;20385.0;
59.0;19755.0;
60.0;19561.0;
61.0;19362.0;
62.0;19185.0;
63.0;18976.0;
64.0;18790.0;
65.0;18636.0;
66.0;18243.0;
67.0;18041.0;
68.0;17779.0;
69.0;17487.0;
70.0;17432.0;
71.0;17391.0;
72.0;17332.0;
73.0;17303.0;
74.0;16918.0;
75.0;16553.0;
76.0;16458.0;
77.0;16070.0;
78.0;15828.0;
79.0;15726.0;
80.0;15284.0;
81.0;15228.0;
82.0;15048.0;
83.0;14978.0;
84.0;14846.0;
85.0;14768.0;
86.0;14716.0;
87.0;14664.0;
88.0;14609.0;
89.0;14551.0;
90.0;14468.0;
91.0;14318.0;
92.0;13986.0;
93.0;13791.0;
94.0;13445.0;
95.0;13186.0;
96.0;13092.0;
97.0;13039.0;
98.0;13003.0;
99.0;12979.0;
100.0;12945.0;
101.0;12757.0;
103.0;12527.0;
104.0;12279.0;
106.0;12128.0;
107.0;12035.0;
108.0;11999.0;
109.0;11887.0;
110.0;11837.0;
111.0;11817.0;
112.0;11775.0;
113.0;11694.0;
114.0;11669.0;
115.0;11610.0;
116.0;11597.0;
117.0;11543.0;
118.0;11449.0;
119.0;11164.0;
120.0;11075.0;
122.0;11064.0;
123.0;11049.0;
124.0;11021.0;
125.0;10989.0;
126.0;10937.0;
127.0;10829.0;
128.0;10825.0;
129.0;10773.0;
130.0;10721.0;
131.0;10673.0;
133.0;10625.0;
134.0;10581.0;
135.0;10549.0;
136.0;10440.0;
137.0;10401.0;
138.0;10397.0;
140.0;10373.0;
141.0;10365.0;
142.0;10325.0;
143.0;10312.0;
144.0;10285.0;
145.0;10249.0;
146.0;10229.0;
147.0;10181.0;
148.0;10165.0;
149.0;10157.0;
151.0;10105.0;
152.0;10028.0;
153.0;10013.0;
155.0;9997.0;
157.0;9977.0;
158.0;9957.0;
159.0;9941.0;
160.0;9915.0;
161.0;9894.0;
162.0;9836.0;
163.0;9822.0;
164.0;9798.0;
165.0;9747.0;
166.0;9743.0;
167.0;9724.0;
168.0;9704.0;
170.0;9669.0;
171.0;9629.0;
173.0;9545.0;
174.0;9517.0;
175.0;9489.0;
176.0;9416.0;
177.0;9306.0;
178.0;9304.0;
181.0;9202.0;
182.0;9183.0;
183.0;9139.0;
184.0;9100.0;
188.0;9096.0;
189.0;9071.0;
190.0;9049.0;
191.0;9035.0;
192.0;8987.0;
193.0;8943.0;
194.0;8939.0;
195.0;8927.0;
196.0;8915.0;
198.0;8896.0;
199.0;8867.0;
200.0;8792.0;
202.0;8729.0;
205.0;8710.0;
207.0;8674.0;
208.0;8633.0;
210.0;8593.0;
211.0;8581.0;
212.0;8577.0;
213.0;8549.0;
214.0;8531.0;
215.0;8440.0;
216.0;8429.0;
220.0;8370.0;
221.0;8330.0;
222.0;8306.0;
223.0;8302.0;
227.0;8253.0;
229.0;8233.0;
231.0;8201.0;
233.0;8199.0;
234.0;8193.0;
238.0;8170.0;
239.0;8149.0;
240.0;8121.0;
241.0;8117.0;
243.0;8067.0;
245.0;8051.0;
246.0;8043.0;
247.0;8031.0;
248.0;7982.0;
249.0;7946.0;
250.0;7910.0;
254.0;7894.0;
255.0;7880.0;
256.0;7850.0;
257.0;7830.0;
260.0;7811.0;
261.0;7789.0;
262.0;7774.0;
263.0;7735.0;
265.0;7716.0;
266.0;7708.0;
268.0;7652.0;
270.0;7625.0;
271.0;7571.0;
273.0;7563.0;
274.0;7545.0;
275.0;7514.0;
276.0;7486.0;
277.0;7450.0;
278.0;7424.0;
279.0;7408.0;
280.0;7355.0;
281.0;7351.0;
284.0;7343.0;
285.0;7311.0;
286.0;7304.0;
287.0;7303.0;
288.0;7280.0;
289.0;7274.0;
290.0;7252.0;
292.0;7236.0;
294.0;7234.0;
295.0;7220.0;
297.0;7172.0;
298.0;7134.0;
301.0;7133.0;
302.0;7088.0;
303.0;7078.0;
312.0;7076.0;
313.0;7068.0;
314.0;7058.0;
315.0;7041.0;
316.0;7017.0;
317.0;7005.0;
318.0;6967.0;
319.0;6965.0;
320.0;6943.0;
321.0;6909.0;
322.0;6895.0;
327.0;6888.0;
328.0;6882.0;
334.0;6868.0;
335.0;6858.0;
336.0;6854.0;
337.0;6816.0;
347.0;6814.0;
348.0;6811.0;
349.0;6803.0;
350.0;6771.0;
