12.0;1244.0;
13.0;1002.0;
14.0;955.0;
15.0;911.0;
16.0;878.0;
17.0;846.0;
18.0;812.0;
19.0;751.0;
20.0;743.0;
21.0;731.0;
22.0;726.0;
23.0;704.0;
24.0;700.0;
25.0;657.0;
26.0;656.0;
27.0;634.0;
28.0;624.0;
29.0;596.0;
30.0;552.0;
32.0;530.0;
33.0;504.0;
34.0;500.0;
36.0;494.0;
37.0;472.0;
39.0;468.0;
42.0;461.0;
43.0;445.0;
45.0;440.0;
47.0;433.0;
49.0;426.0;
52.0;424.0;
53.0;420.0;
54.0;410.0;
56.0;406.0;
57.0;394.0;
58.0;391.0;
61.0;386.0;
67.0;382.0;
71.0;378.0;
73.0;375.0;
77.0;374.0;
78.0;366.0;
80.0;362.0;
81.0;358.0;
82.0;356.0;
85.0;352.0;
91.0;348.0;
95.0;344.0;
97.0;340.0;
