15.0;654.0;
16.0;603.0;
17.0;585.0;
18.0;576.0;
19.0;536.0;
20.0;508.0;
21.0;494.0;
22.0;489.0;
23.0;484.0;
24.0;479.0;
25.0;476.0;
26.0;474.0;
27.0;471.0;
28.0;439.0;
29.0;436.0;
30.0;422.0;
31.0;402.0;
32.0;400.0;
33.0;397.0;
34.0;395.0;
35.0;376.0;
37.0;363.0;
39.0;360.0;
40.0;357.0;
42.0;355.0;
43.0;347.0;
44.0;338.0;
45.0;335.0;
47.0;332.0;
48.0;331.0;
51.0;329.0;
52.0;323.0;
53.0;322.0;
54.0;319.0;
55.0;317.0;
57.0;316.0;
59.0;313.0;
61.0;311.0;
64.0;309.0;
67.0;307.0;
68.0;306.0;
69.0;305.0;
76.0;303.0;
77.0;302.0;
78.0;301.0;
79.0;299.0;
83.0;295.0;
85.0;294.0;
88.0;292.0;
91.0;291.0;
92.0;290.0;
93.0;289.0;
100.0;287.0;
