19 711
20 651
21 611
22 567
23 515
24 506
25 495
26 486
27 450
28 447
29 433
31 422
34 404
36 395
37 393
38 382
39 369
40 355
41 351
42 350
43 345
44 341
45 338
46 329
47 317
51 311
52 308
53 305
58 302
60 301
61 300
62 295
63 292
64 289
65 285
68 282
69 280
70 275
71 266
75 262
82 259
86 255
87 254
88 249
89 248
92 246
94 243
95 240
106 237
111 234
112 231
118 228
119 225
135 222
136 220
137 219
142 216
143 213
159 210
160 208
161 207
167 205
184 204
191 202
208 201
215 199
232 198
239 196
256 195
