31 2349
32 2289
33 2172
34 2043
35 1926
36 1817
37 1797
38 1752
39 1696
40 1651
41 1582
42 1542
43 1519
44 1504
45 1474
46 1459
47 1444
48 1414
49 1399
50 1336
51 1277
52 1242
54 1237
57 1227
58 1196
59 1165
60 1134
62 1130
63 1125
64 1115
65 1100
66 1095
68 1093
69 1088
72 1083
74 1068
75 1053
76 1038
82 1028
83 1003
84 988
87 978
88 973
89 958
90 952
91 948
92 947
93 938
96 933
98 918
99 903
100 890
106 880
107 870
108 862
112 857
113 852
122 847
123 837
124 827
130 817
131 807
132 797
136 794
137 789
147 784
148 774
154 769
155 764
156 754
161 749
171 742
172 734
178 729
179 724
180 714
185 709
195 700
196 694
202 689
203 684
204 674
209 669
219 659
220 654
226 649
227 644
228 637
233 632
242 627
243 622
244 617
250 612
251 607
252 602
257 597
266 592
267 587
268 582
274 577
275 572
276 567
281 566
291 561
299 556
