16.0;894.0;
17.0;782.0;
18.0;687.0;
19.0;604.0;
20.0;534.0;
21.0;524.0;
22.0;497.0;
23.0;467.0;
24.0;452.0;
25.0;446.0;
26.0;438.0;
27.0;402.0;
28.0;374.0;
29.0;366.0;
30.0;346.0;
32.0;342.0;
33.0;334.0;
34.0;332.0;
35.0;330.0;
36.0;322.0;
37.0;314.0;
38.0;306.0;
39.0;298.0;
40.0;290.0;
43.0;288.0;
44.0;286.0;
45.0;284.0;
46.0;276.0;
47.0;269.0;
48.0;260.0;
49.0;253.0;
50.0;247.0;
54.0;246.0;
56.0;239.0;
57.0;233.0;
58.0;227.0;
59.0;221.0;
60.0;215.0;
66.0;209.0;
67.0;203.0;
68.0;197.0;
69.0;191.0;
70.0;185.0;
76.0;179.0;
77.0;173.0;
78.0;167.0;
79.0;161.0;
80.0;158.0;
