8.0;448.0;
9.0;370.0;
10.0;355.0;
11.0;294.0;
12.0;253.0;
13.0;244.0;
14.0;238.0;
16.0;221.0;
17.0;216.0;
19.0;213.0;
20.0;209.0;
21.0;193.0;
22.0;192.0;
24.0;190.0;
25.0;182.0;
26.0;179.0;
27.0;175.0;
28.0;168.0;
29.0;157.0;
32.0;155.0;
33.0;154.0;
35.0;150.0;
36.0;146.0;
37.0;145.0;
38.0;144.0;
39.0;143.0;
40.0;141.0;
41.0;140.0;
42.0;139.0;
43.0;138.0;
44.0;137.0;
45.0;133.0;
49.0;132.0;
50.0;131.0;
51.0;129.0;
52.0;128.0;
53.0;125.0;
54.0;124.0;
59.0;123.0;
60.0;122.0;
61.0;121.0;
69.0;120.0;
73.0;119.0;
76.0;118.0;
77.0;117.0;
83.0;116.0;
85.0;115.0;
93.0;114.0;
97.0;113.0;
100.0;112.0;
