20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
20;156
19;156
18;165
17;181
10;184
10;184
10;184
10;184
10;184
10;184
10;184
9;211
8;262
7;328
6;403
5;486
