39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
39;144
38;150
37;152
30;156
30;156
30;156
30;156
30;156
30;156
30;156
29;160
27;168
27;168
26;172
20;176
20;176
20;176
20;176
20;176
20;176
19;180
18;200
17;212
16;230
10;250
10;250
10;250
10;250
10;250
10;250
9;282
8;353
7;434
6;534
