50;205
49;209
48;213
47;219
46;225
45;231
44;232
43;233
41;234
41;234
40;236
39;246
38;256
37;266
36;276
35;286
34;289
33;292
32;295
31;297
30;301
29;317
28;333
27;349
26;365
25;381
24;386
23;391
22;396
21;400
20;404
19;420
18;454
17;520
16;607
15;698
14;738
13;798
